index	5primepreterm	bkgdpreterm	initiationrate	mutant	proteins_mutant	proteins_yfp0	selpreterm	simulation_time	stallstrengthindex	ps_ratio
61	0.0	0.3162	0.3	cta18	5655	10000	0.0	46233.59	0	0.5655
62	0.03162	0.0	0.3	cta18	4106	10000	0.0	35043.55	0	0.4106
63	0.0	0.04467	0.3	cta18	9128	10000	0.0	36348.36	0	0.9128
64	1.778	0.0	0.3	cta18	2977	10000	0.0	35405.27	0	0.2977
65	0.0	7.943	0.3	cta18	592	10000	0.0	29101970.0	0	0.0592
66	0.0	0.02239	0.3	cta18	9686	10000	0.0	36058.06	0	0.9686
67	0.0	0.0	0.3	cta18	9730	10000	0.01995	35376.87	0	0.973
68	0.01	0.0	0.3	cta18	4154	10000	0.0	35066.66	0	0.4154
69	0.0	0.2512	0.3	cta18	6088	10000	0.0	42871.96	0	0.6088
70	0.1778	0.0	0.3	cta18	3928	10000	0.0	35179.1	0	0.3928
71	0.1413	0.0	0.3	cta18	3895	10000	0.0	34568.16	0	0.3895
72	0.3548	0.0	0.3	cta18	3437	10000	0.0	35139.78	0	0.3437
73	0.07079	0.0	0.3	cta18	4080	10000	0.0	34877.27	0	0.408
74	0.0	0.0	0.3	cta18	5605	10000	0.3162	34587.77	0	0.5605
75	0.0	0.0	0.3	cta18	8573	10000	0.07943	34892.78	0	0.8573
76	0.0	3.548	0.3	cta18	1094	10000	0.0	734583.3	0	0.1094
77	0.0	0.0631	0.3	cta18	8860	10000	0.0	36962.27	0	0.886
78	0.0	3.162	0.3	cta18	1206	10000	0.0	529740.6	0	0.1206
79	0.0	0.05623	0.3	cta18	8743	10000	0.0	36540.43	0	0.8743
80	0.03548	0.0	0.3	cta18	4003	10000	0.0	34567.63	0	0.4003
81	4.467	0.0	0.3	cta18	2820	10000	0.0	35194.65	0	0.282
82	0.0	0.0	0.3	cta18	506	10000	8.913	35508.52	0	0.0506
83	0.0	0.0	0.3	cta18	8439	10000	0.07079	34540.63	0	0.8439
84	5.012	0.0	0.3	cta18	2873	10000	0.0	34990.48	0	0.2873
85	0.0	0.1995	0.3	cta18	6851	10000	0.0	41476.01	0	0.6851
86	0.0	0.4467	0.3	cta18	4824	10000	0.0	51031.97	0	0.4824
87	0.0	0.1	0.3	cta18	8132	10000	0.0	38084.16	0	0.8132
88	1.259	0.0	0.3	cta18	2940	10000	0.0	34324.2	0	0.294
89	0.02818	0.0	0.3	cta18	4084	10000	0.0	34322.0	0	0.4084
90	0.2512	0.0	0.3	cta18	3612	10000	0.0	35242.53	0	0.3612
91	0.05012	0.0	0.3	cta18	4063	10000	0.0	34642.18	0	0.4063
92	0.0	0.0	0.3	cta18	4009	10000	0.631	34864.29	0	0.4009
93	0.0	0.1585	0.3	cta18	7290	10000	0.0	40438.58	0	0.729
94	0.0	0.0	0.3	cta18	3502	10000	0.7943	34945.53	0	0.3502
95	0.0	0.0	0.3	cta18	7912	10000	0.1122	35115.32	0	0.7912
96	0.0	0.8913	0.3	cta18	3286	10000	0.0	74518.53	0	0.3286
97	0.0	0.0	0.3	cta18	7499	10000	0.1413	35139.26	0	0.7499
98	0.0	0.0	0.3	cta18	1167	10000	3.162	34538.65	0	0.1167
99	0.0	0.2818	0.3	cta18	5898	10000	0.0	44217.79	0	0.5898
100	0.0	7.079	0.3	cta18	655	10000	0.0	14436380.0	0	0.0655
101	0.0	4.467	0.3	cta18	927	10000	0.0	1603147.0	0	0.0927
102	0.2818	0.0	0.3	cta18	3516	10000	0.0	34665.17	0	0.3516
103	0.0	0.3548	0.3	cta18	5412	10000	0.0	47264.54	0	0.5412
104	0.0	0.02512	0.3	cta18	9355	10000	0.0	35125.41	0	0.9355
105	0.0	5.623	0.3	cta18	781	10000	0.0	4269733.0	0	0.0781
106	0.0	0.0	0.3	cta18	9418	10000	0.01778	34694.44	0	0.9418
107	0.3981	0.0	0.3	cta18	3323	10000	0.0	35086.89	0	0.3323
108	0.0	0.0	0.3	cta18	9648	10000	0.01259	34898.02	0	0.9648
109	5.623	0.0	0.3	cta18	2833	10000	0.0	35121.85	0	0.2833
110	0.0	0.7079	0.3	cta18	3801	10000	0.0	64705.34	0	0.3801
111	0.1	0.0	0.3	cta18	3903	10000	0.0	34751.12	0	0.3903
112	0.5012	0.0	0.3	cta18	3240	10000	0.0	34987.31	0	0.324
113	0.0	0.08913	0.3	cta18	8192	10000	0.0	37973.01	0	0.8192
114	0.0	0.0	0.3	cta18	4524	10000	0.5012	34874.58	0	0.4524
115	0.0	0.0	0.3	cta18	9371	10000	0.03162	35088.13	0	0.9371
116	0.0	0.0	0.3	cta18	9267	10000	0.04467	35389.52	0	0.9267
117	1.995	0.0	0.3	cta18	2845	10000	0.0	34722.49	0	0.2845
118	0.0	0.01122	0.3	cta18	9488	10000	0.0	34387.64	0	0.9488
119	0.0	0.0	0.3	cta18	9702	10000	0.01122	34401.83	0	0.9702
120	0.0	2.239	0.3	cta18	1597	10000	0.0	238514.1	0	0.1597
121	0.0	1.413	0.3	cta18	2394	10000	0.0	119001.7	0	0.2394
122	0.0	0.03162	0.3	cta18	9213	10000	0.0	35808.46	0	0.9213
123	0.0	0.5623	0.3	cta18	4325	10000	0.0	57729.8	0	0.4325
124	0.0	0.631	0.3	cta18	4065	10000	0.0	60543.89	0	0.4065
125	0.0	5.012	0.3	cta18	839	10000	0.0	2581432.0	0	0.0839
126	3.981	0.0	0.3	cta18	2759	10000	0.0	34736.98	0	0.2759
127	0.01995	0.0	0.3	cta18	4175	10000	0.0	34900.97	0	0.4175
128	7.079	0.0	0.3	cta18	2842	10000	0.0	35340.92	0	0.2842
129	0.0	0.05012	0.3	cta18	8950	10000	0.0	36381.82	0	0.895
130	0.0	0.0	0.3	cta18	9407	10000	0.02818	34782.28	0	0.9407
131	0.0	0.01413	0.3	cta18	9548	10000	0.0	35040.27	0	0.9548
132	0.0	0.0	0.3	cta18	9633	10000	0.02512	35347.88	0	0.9633
133	0.05623	0.0	0.3	cta18	3987	10000	0.0	34845.83	0	0.3987
134	0.0	0.0	0.3	cta18	1426	10000	2.512	34794.35	0	0.1426
135	0.7079	0.0	0.3	cta18	3055	10000	0.0	35115.62	0	0.3055
136	0.0	0.0	0.3	cta18	7102	10000	0.1778	34891.84	0	0.7102
137	0.0	0.0	0.3	cta18	4907	10000	0.4467	35057.5	0	0.4907
138	0.0	0.0	0.3	cta18	9675	10000	0.01	34457.42	0	0.9675
139	0.0	0.0	0.3	cta18	7495	10000	0.1259	34488.62	0	0.7495
140	0.0	0.0	0.3	cta18	8241	10000	0.1	35525.85	0	0.8241
141	0.7943	0.0	0.3	cta18	3083	10000	0.0	34802.73	0	0.3083
142	0.0	0.0	0.3	cta18	8305	10000	0.08913	34552.71	0	0.8305
143	0.1585	0.0	0.3	cta18	3871	10000	0.0	34810.67	0	0.3871
144	0.01122	0.0	0.3	cta18	4198	10000	0.0	34764.35	0	0.4198
145	0.01259	0.0	0.3	cta18	4122	10000	0.0	34766.17	0	0.4122
146	0.0	0.0	0.3	cta18	2332	10000	1.413	34813.39	0	0.2332
147	0.0	0.01778	0.3	cta18	9384	10000	0.0	35027.19	0	0.9384
148	0.0	0.0	0.3	cta18	752	10000	5.012	35069.91	0	0.0752
149	0.0	0.0	0.3	cta18	2136	10000	1.585	34517.54	0	0.2136
150	0.0	0.0	0.3	cta18	6081	10000	0.2818	34537.1	0	0.6081
151	0.0	0.5012	0.3	cta18	4542	10000	0.0	54022.7	0	0.4542
152	0.0	1.995	0.3	cta18	1791	10000	0.0	194895.0	0	0.1791
153	7.943	0.0	0.3	cta18	2818	10000	0.0	34959.01	0	0.2818
154	0.0	0.1413	0.3	cta18	7543	10000	0.0	39541.94	0	0.7543
155	0.1259	0.0	0.3	cta18	3887	10000	0.0	34727.6	0	0.3887
156	0.0	0.0	0.3	cta18	3287	10000	0.8913	35188.41	0	0.3287
157	0.2239	0.0	0.3	cta18	3739	10000	0.0	35315.64	0	0.3739
158	0.0	0.3981	0.3	cta18	5418	10000	0.0	50027.52	0	0.5418
159	3.548	0.0	0.3	cta18	2765	10000	0.0	34965.08	0	0.2765
160	0.0	0.01585	0.3	cta18	9474	10000	0.0	34892.67	0	0.9474
161	1.413	0.0	0.3	cta18	2902	10000	0.0	34538.27	0	0.2902
162	0.0	0.0	0.3	cta18	6643	10000	0.2239	35176.09	0	0.6643
163	0.0	0.0	0.3	cta18	9408	10000	0.03548	35166.51	0	0.9408
164	0.0	6.31	0.3	cta18	673	10000	0.0	7377625.0	0	0.0673
165	6.31	0.0	0.3	cta18	2835	10000	0.0	35214.22	0	0.2835
166	10.0	0.0	0.3	cta18	2789	10000	0.0	35115.01	0	0.2789
167	0.02512	0.0	0.3	cta18	4107	10000	0.0	35249.55	0	0.4107
168	0.1995	0.0	0.3	cta18	3825	10000	0.0	35085.98	0	0.3825
169	1.0	0.0	0.3	cta18	3110	10000	0.0	35119.96	0	0.311
170	0.01778	0.0	0.3	cta18	4080	10000	0.0	34787.54	0	0.408
171	0.0	3.981	0.3	cta18	1008	10000	0.0	1050598.0	0	0.1008
172	0.0	0.1122	0.3	cta18	7942	10000	0.0	38688.67	0	0.7942
173	0.8913	0.0	0.3	cta18	3031	10000	0.0	35155.3	0	0.3031
174	0.0	0.03981	0.3	cta18	9221	10000	0.0	36046.31	0	0.9221
175	0.0	0.0	0.3	cta18	1335	10000	2.818	34906.62	0	0.1335
176	0.0	0.03548	0.3	cta18	9309	10000	0.0	36438.38	0	0.9309
177	0.04467	0.0	0.3	cta18	4063	10000	0.0	35008.03	0	0.4063
178	2.239	0.0	0.3	cta18	2958	10000	0.0	35133.85	0	0.2958
179	0.0	0.1778	0.3	cta18	6946	10000	0.0	40013.14	0	0.6946
180	0.0	0.0	0.3	cta18	497	10000	7.943	34991.48	0	0.0497
181	0.0	0.0	0.3	cta18	875	10000	4.467	35016.37	0	0.0875
182	2.512	0.0	0.3	cta18	2883	10000	0.0	34736.62	0	0.2883
183	0.0	0.07943	0.3	cta18	8483	10000	0.0	37721.82	0	0.8483
184	0.0	0.01259	0.3	cta18	9583	10000	0.0	35084.87	0	0.9583
